,Customer,KPI Source,mean,median,mode,quartile_1,quartile_2,quartile_3,min,max
168,UG2,Detection Quality Weekly,34.50342465753425,33.33333333333334,33.33333333333334,6.25,33.33333333333334,58.33333333333334,0.0,100.0
169,UG2,Documented Events,55.68181818181818,50.0,33.33333333333334,33.33333333333334,50.0,100.0,0.0,100.0
170,UG2,Handle Time,86.68831168831169,100.0,100.0,85.71428571428571,100.0,100.0,0.0,100.0
171,UG2,Infrastructure availability,79.09090909090911,73.33333333333333,73.33333333333333,73.33333333333333,73.33333333333333,100.0,0.0,100.0
172,UG2,Managed Answered Surveys Percentage Weekly,39.0509828009828,36.36363636363637,0.0,9.090909090909092,36.36363636363637,63.63636363636363,0.0,100.0
173,UG2,Managed Supporter Ticket Oldest (Age),0.13256738842244806,0.0,0.0,0.0,0.0,0.0,0.0,3.225806451612903
174,UG2,Managed Supporter Ticket Oldest (duration),30.579150579150575,52.38095238095238,52.38095238095238,0.0,52.38095238095238,52.38095238095238,0.0,100.0
175,UG2,Modified Tickets Daily (Percentage),68.45238095238096,74.60317460317461,100.0,42.85714285714285,74.60317460317461,100.0,0.0,100.0
176,UG2,Network Devices Availability N-Able,12.455367231638418,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,0.0,89.4
177,UG2,Oldest Open Ticket,33.717532467532465,42.85714285714285,42.85714285714285,14.28571428571429,42.85714285714285,42.85714285714285,0.0,92.85714285714286
178,UG2,Open Tickets with 3w+ (Percentage),3.7359900373598998,0.0,0.0,0.0,0.0,0.0,0.0,27.27272727272727
179,UG2,Patch Status,31.506849315068493,0.0,0.0,0.0,0.0,100.0,0.0,100.0
180,UG2,Quality Service Desk,55.71969696969699,53.33333333333334,43.33333333333334,43.33333333333334,53.33333333333334,70.0,30.0,90.0
181,UG2,Reaction time,88.29545454545455,100.0,100.0,100.0,100.0,100.0,0.0,100.0
182,UG2,Resolution SLA,64.52020202020202,66.66666666666667,66.66666666666667,55.55555555555556,66.66666666666667,77.77777777777777,0.0,100.0
183,UG2,Response SLA,90.53030303030305,88.88888888888889,100.0,88.88888888888889,88.88888888888889,100.0,0.0,100.0
184,UG2,Response Time +60m,62.37413884472707,52.94117647058823,100.0,50.0,52.94117647058823,100.0,0.0,100.0
185,UG2,SQL Server CloudAvailability,12.56830601092896,11.11111111111111,11.11111111111111,0.0,11.11111111111111,11.11111111111111,0.0,100.0
186,UG2,SQL Server OP Availability,12.777777777777777,11.11111111111111,11.11111111111111,8.333333333333332,11.11111111111111,11.11111111111111,0.0,100.0
187,UG2,Satisfied and Dissatisfied Surveys,87.27272727272727,100.0,100.0,80.0,100.0,100.0,30.0,100.0
188,UG2,Servers Cloud Availibility,69.53030303030305,61.77777777777779,61.77777777777779,61.77777777777779,61.77777777777779,100.0,0.0,100.0
189,UG2,Servers Cloud Performance,8.196721311475407,11.11111111111111,11.11111111111111,0.0,11.11111111111111,11.11111111111111,0.0,11.11111111111111
190,UG2,Servers OP Availability,14.863387978142077,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,0.0,100.0
191,UG2,Servers OP Performance,10.655737704918034,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,0.0,75.0
192,UG2,Service Desk numbers,69.7561553030303,75.0,76.25,58.854166666666664,75.0,80.15625,33.33333333333334,100.0
193,UG2,Survey's score,5.202702702702703,0.0,0.0,0.0,0.0,0.0,0.0,100.0
194,UG2,Ticket Age,76.92234848484848,75.0,75.0,75.0,75.0,80.0,65.0,85.0
195,UG2,Ticket Churn,79.54545454545455,80.0,80.0,80.0,80.0,100.0,0.0,100.0
